DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
19840301,5231,ABT,NYSE,0.549584159,42,80548,0,Abbott Laboratories,0,0,0
19840302,5231,ABT,NYSE,0.528320486,40.375,164459,0,Abbott Laboratories,0,0,0
19840305,5231,ABT,NYSE,0.525049152,40.125,173400,0,Abbott Laboratories,0,0,0
19840306,5231,ABT,NYSE,0.526684819,40.25,169121,0,Abbott Laboratories,0,0,0
19840307,5231,ABT,NYSE,0.533227487,40.75,220629,0,Abbott Laboratories,0,0,0
19840308,5231,ABT,NYSE,0.534863154,40.875,166981,0,Abbott Laboratories,0,0,0
19840309,5231,ABT,NYSE,0.528320486,40.375,122733,0,Abbott Laboratories,0,0,0
19840312,5231,ABT,NYSE,0.54304149,41.5,211076,0,Abbott Laboratories,0,0,0
19840313,5231,ABT,NYSE,0.544677157,41.625,267246,0,Abbott Laboratories,0,0,0
19840314,5231,ABT,NYSE,0.549584159,42,82535,0,Abbott Laboratories,0,0,0
19840315,5231,ABT,NYSE,0.546312824,41.75,84904,0,Abbott Laboratories,0,0,0
19840316,5231,ABT,NYSE,0.54304149,41.5,193423,0,Abbott Laboratories,0,0,0
19840319,5231,ABT,NYSE,0.536498821,41,122886,0,Abbott Laboratories,0,0,0
19840320,5231,ABT,NYSE,0.541405823,41.375,104544,0,Abbott Laboratories,0,0,0
19840321,5231,ABT,NYSE,0.544677157,41.625,141303,0,Abbott Laboratories,0,0,0
19840322,5231,ABT,NYSE,0.533227487,40.75,145888,0,Abbott Laboratories,0,0,0
19840323,5231,ABT,NYSE,0.525049152,40.125,138705,0,Abbott Laboratories,0,0,0
19840326,5231,ABT,NYSE,0.50869248,38.875,106226,0,Abbott Laboratories,0,0,0
19840327,5231,ABT,NYSE,0.516870816,39.5,155135,0,Abbott Laboratories,0,0,0
19840328,5231,ABT,NYSE,0.525049152,40.125,100494,0,Abbott Laboratories,0,0,0
19840329,5231,ABT,NYSE,0.526684819,40.25,109435,0,Abbott Laboratories,0,0,0
19840330,5231,ABT,NYSE,0.538134489,41.125,149327,0,Abbott Laboratories,0,0,0
19840402,5231,ABT,NYSE,0.539770156,41.25,113027,0,Abbott Laboratories,0,0,0
19840403,5231,ABT,NYSE,0.541405823,41.375,75886,0,Abbott Laboratories,0,0,0
19840404,5231,ABT,NYSE,0.536498821,41,69696,0,Abbott Laboratories,0,0,0
19840405,5231,ABT,NYSE,0.523413484,40,87808,0,Abbott Laboratories,0,0,0
19840406,5231,ABT,NYSE,0.529956153,40.5,197549,0,Abbott Laboratories,0,0,0
19840409,5231,ABT,NYSE,0.53885467,40.875,177881,0,Abbott Laboratories,0,0,0
19840410,5231,ABT,NYSE,0.552037659,41.875,155276,0,Abbott Laboratories,0,0,0
19840411,5231,ABT,NYSE,0.548741912,41.625,199727,0,Abbott Laboratories,0,0,0
19840412,5231,ABT,NYSE,0.550389786,41.75,188501,0,Abbott Laboratories,0,0,0
19840413,5231,ABT,NYSE,0.555333407,42.125,222939,0,Abbott Laboratories,0,0,0
19840416,5231,ABT,NYSE,0.565220648,42.875,241372,0,Abbott Laboratories,0,0,0
19840417,5231,ABT,NYSE,0.578403637,43.875,227642,0,Abbott Laboratories,0,0,0
19840418,5231,ABT,NYSE,0.576755763,43.75,153683,0,Abbott Laboratories,0,0,0
19840419,5231,ABT,NYSE,0.573460016,43.5,116286,0,Abbott Laboratories,0,0,0
19840423,5231,ABT,NYSE,0.57510789,43.625,70090,0,Abbott Laboratories,0,0,0
19840424,5231,ABT,NYSE,0.568516395,43.125,108625,0,Abbott Laboratories,0,0,0
19840425,5231,ABT,NYSE,0.570164269,43.25,36183,0,Abbott Laboratories,0,0,0
19840426,5231,ABT,NYSE,0.581699384,44.125,51657,0,Abbott Laboratories,0,0,0
19840427,5231,ABT,NYSE,0.580051511,44,86248,0,Abbott Laboratories,0,0,0
19840430,5231,ABT,NYSE,0.583347258,44.25,103163,0,Abbott Laboratories,0,0,0
19840501,5231,ABT,NYSE,0.573460016,43.5,99295,0,Abbott Laboratories,0,0,0
19840502,5231,ABT,NYSE,0.581699384,44.125,260563,0,Abbott Laboratories,0,0,0
19840503,5231,ABT,NYSE,0.576755763,43.75,59546,0,Abbott Laboratories,0,0,0
19840504,5231,ABT,NYSE,0.563572775,42.75,176515,0,Abbott Laboratories,0,0,0
19840507,5231,ABT,NYSE,0.573460016,43.5,57119,0,Abbott Laboratories,0,0,0
19840508,5231,ABT,NYSE,0.576755763,43.75,80331,0,Abbott Laboratories,0,0,0
19840509,5231,ABT,NYSE,0.571812143,43.375,135402,0,Abbott Laboratories,0,0,0
19840510,5231,ABT,NYSE,0.566868522,43,122810,0,Abbott Laboratories,0,0,0
19840511,5231,ABT,NYSE,0.566868522,43,107108,0,Abbott Laboratories,0,0,0
19840514,5231,ABT,NYSE,0.568516395,43.125,123113,0,Abbott Laboratories,0,0,0
19840515,5231,ABT,NYSE,0.566868522,43,98536,0,Abbott Laboratories,0,0,0
19840516,5231,ABT,NYSE,0.563572775,42.75,194645,0,Abbott Laboratories,0,0,0
19840517,5231,ABT,NYSE,0.566868522,43,111659,0,Abbott Laboratories,0,0,0
19840518,5231,ABT,NYSE,0.555333407,42.125,197603,0,Abbott Laboratories,0,0,0
19840521,5231,ABT,NYSE,0.550389786,41.75,55905,0,Abbott Laboratories,0,0,0
19840522,5231,ABT,NYSE,0.547094038,41.5,87234,0,Abbott Laboratories,0,0,0
19840523,5231,ABT,NYSE,0.545446165,41.375,75400,0,Abbott Laboratories,0,0,0
19840524,5231,ABT,NYSE,0.528967429,40.125,319427,0,Abbott Laboratories,0,0,0
19840525,5231,ABT,NYSE,0.528967429,40.125,131912,0,Abbott Laboratories,0,0,0
19840529,5231,ABT,NYSE,0.519080187,39.375,106501,0,Abbott Laboratories,0,0,0
19840530,5231,ABT,NYSE,0.517432313,39.25,164530,0,Abbott Laboratories,0,0,0
19840531,5231,ABT,NYSE,0.520728061,39.5,113176,0,Abbott Laboratories,0,0,0
19840601,5231,ABT,NYSE,0.537206797,40.75,215581,0,Abbott Laboratories,0,0,0
19840604,5231,ABT,NYSE,0.552037659,41.875,304635,0,Abbott Laboratories,0,0,0
19840605,5231,ABT,NYSE,0.560277027,42.5,133050,0,Abbott Laboratories,0,0,0
19840606,5231,ABT,NYSE,0.568516395,43.125,275734,0,Abbott Laboratories,0,0,0
19840607,5231,ABT,NYSE,0.580051511,44,250550,0,Abbott Laboratories,0,0,0
19840608,5231,ABT,NYSE,0.57510789,43.625,77372,0,Abbott Laboratories,0,0,0
19840611,5231,ABT,NYSE,0.571812143,43.375,78965,0,Abbott Laboratories,0,0,0
19840612,5231,ABT,NYSE,0.568516395,43.125,99446,0,Abbott Laboratories,0,0,0
19840613,5231,ABT,NYSE,0.565220648,42.875,65311,0,Abbott Laboratories,0,0,0
19840614,5231,ABT,NYSE,0.566868522,43,100129,0,Abbott Laboratories,0,0,0
19840615,5231,ABT,NYSE,0.561924901,42.625,108777,0,Abbott Laboratories,0,0,0
19840618,5231,ABT,NYSE,0.576755763,43.75,247668,0,Abbott Laboratories,0,0,0
19840619,5231,ABT,NYSE,0.581699384,44.125,230448,0,Abbott Laboratories,0,0,0
19840620,5231,ABT,NYSE,0.589938752,44.75,128196,0,Abbott Laboratories,0,0,0
19840621,5231,ABT,NYSE,0.591586626,44.875,241068,0,Abbott Laboratories,0,0,0
19840622,5231,ABT,NYSE,0.589938752,44.75,177046,0,Abbott Laboratories,0,0,0
19840625,5231,ABT,NYSE,0.588290879,44.625,61974,0,Abbott Laboratories,0,0,0
19840626,5231,ABT,NYSE,0.588290879,44.625,202306,0,Abbott Laboratories,0,0,0
19840627,5231,ABT,NYSE,0.580051511,44,127058,0,Abbott Laboratories,0,0,0
19840628,5231,ABT,NYSE,0.586643005,44.5,41569,0,Abbott Laboratories,0,0,0
19840629,5231,ABT,NYSE,0.57510789,43.625,135629,0,Abbott Laboratories,0,0,0
