DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
20110224,97802,FSG',NYSE,25.14,25.14,17,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110225,97802,FSG',NYSE,24.16,24.16,12,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110228,97802,FSG',NYSE,24,24,37,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110301,97802,FSG',NYSE,25.39,25.39,19,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110302,97802,FSG',NYSE,25.38,25.38,2093,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110303,97802,FSG',NYSE,23.79,23.79,73,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110304,97802,FSG',NYSE,24.59,24.59,192,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110307,97802,FSG',NYSE,25.14,25.14,216,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110308,97802,FSG',NYSE,24.43,24.43,487,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110309,97802,FSG',NYSE,24.69,24.69,284,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110310,97802,FSG',NYSE,24.83,24.83,487,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110311,97802,FSG',NYSE,24.72,24.72,542,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110314,97802,FSG',NYSE,25.36,25.36,631,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110315,97802,FSG',NYSE,24.88,24.88,570,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110316,97802,FSG',NYSE,25.83,25.83,447,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110317,97802,FSG',NYSE,25.42,25.42,361,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110318,97802,FSG',NYSE,25.76,25.76,202,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110321,97802,FSG',NYSE,25.35,25.35,52,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110322,97802,FSG',NYSE,25.42,25.42,119,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110323,97802,FSG',NYSE,25.71,25.71,64,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110324,97802,FSG',NYSE,24.83,24.83,185,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110325,97802,FSG',NYSE,24.67,24.67,205,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110328,97802,FSG',NYSE,24.35,24.35,878,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110329,97802,FSG',NYSE,24.23,24.23,456,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110330,97802,FSG',NYSE,23.85,23.85,178,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110331,97802,FSG',NYSE,24.38,24.38,103,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110401,97802,FSG',NYSE,23.93,23.93,1512,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110404,97802,FSG',NYSE,24.15,24.15,452,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110405,97802,FSG',NYSE,24.9,24.9,778,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110406,97802,FSG',NYSE,24.86,24.86,505,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110407,97802,FSG',NYSE,25.03,25.03,1052,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110408,97802,FSG',NYSE,25.65,25.65,377,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110411,97802,FSG',NYSE,25.43,25.43,193,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110412,97802,FSG',NYSE,25.43,25.43,252,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110413,97802,FSG',NYSE,25.56,25.56,110,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110414,97802,FSG',NYSE,26.1,26.1,139,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110415,97802,FSG',NYSE,26.39,26.39,32,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110418,97802,FSG',NYSE,27.36,27.36,721,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110419,97802,FSG',NYSE,27.01,27.01,56,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110420,97802,FSG',NYSE,26.46,26.46,291,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110421,97802,FSG',NYSE,26.41,26.41,161,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110425,97802,FSG',NYSE,26.38,26.38,102,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110426,97802,FSG',NYSE,25.74,25.74,154,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110427,97802,FSG',NYSE,26.37,26.37,164,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110428,97802,FSG',NYSE,26.42,26.42,135,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110429,97802,FSG',NYSE,27.12,27.12,170,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110502,97802,FSG',NYSE,26.62,26.62,440,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110503,97802,FSG',NYSE,26.6,26.6,310,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
20110504,97802,FSG',NYSE,26.16,26.16,380,0,Factorshares 2X: Gold Bull/S&P500 Bear E,0,0,0
