DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
19840301,5213,OXY,NYSE,3.627519719,28.5,10677,0,Occidental Petrole,0,0,0
19840302,5213,OXY,NYSE,3.675250242,28.875,288353,0,Occidental Petrole,0,0,0
19840305,5213,OXY,NYSE,3.577677226,27.5,78211,0,Occidental Petrole,0,0,0
19840306,5213,OXY,NYSE,3.642725903,28,28848,0,Occidental Petrole,0,0,0
19840307,5213,OXY,NYSE,3.577677226,27.5,33990,0,Occidental Petrole,0,0,0
19840308,5213,OXY,NYSE,3.626463734,27.875,23798,0,Occidental Petrole,0,0,0
19840309,5213,OXY,NYSE,3.675250242,28.25,41561,0,Occidental Petrole,0,0,0
19840312,5213,OXY,NYSE,3.642725903,28,7917,0,Occidental Petrole,0,0,0
19840313,5213,OXY,NYSE,3.610201565,27.75,6511,0,Occidental Petrole,0,0,0
19840314,5213,OXY,NYSE,3.642725903,28,13559,0,Occidental Petrole,0,0,0
19840315,5213,OXY,NYSE,3.642725903,28,9024,0,Occidental Petrole,0,0,0
19840316,5213,OXY,NYSE,3.675250242,28.25,15734,0,Occidental Petrole,0,0,0
19840319,5213,OXY,NYSE,3.626463734,27.875,25381,0,Occidental Petrole,0,0,0
19840320,5213,OXY,NYSE,3.642725903,28,7233,0,Occidental Petrole,0,0,0
19840321,5213,OXY,NYSE,3.658988072,28.125,6203,0,Occidental Petrole,0,0,0
19840322,5213,OXY,NYSE,3.675250242,28.25,15327,0,Occidental Petrole,0,0,0
19840323,5213,OXY,NYSE,3.724036749,28.625,14973,0,Occidental Petrole,0,0,0
19840326,5213,OXY,NYSE,3.724036749,28.625,15996,0,Occidental Petrole,0,0,0
19840327,5213,OXY,NYSE,3.805347595,29.25,15788,0,Occidental Petrole,0,0,0
19840328,5213,OXY,NYSE,3.870396272,29.75,29501,0,Occidental Petrole,0,0,0
19840329,5213,OXY,NYSE,3.837871934,29.5,9062,0,Occidental Petrole,0,0,0
19840330,5213,OXY,NYSE,4.260688333,32.75,45435,0,Occidental Petrole,0,0,0
19840402,5213,OXY,NYSE,4.179377487,32.125,110771,0,Occidental Petrole,0,0,0
19840403,5213,OXY,NYSE,4.309474841,33.125,63137,0,Occidental Petrole,0,0,0
19840404,5213,OXY,NYSE,4.423310025,34,126006,0,Occidental Petrole,0,0,0
19840405,5213,OXY,NYSE,4.260688333,32.75,73207,0,Occidental Petrole,0,0,0
19840406,5213,OXY,NYSE,4.146853149,31.875,68725,0,Occidental Petrole,0,0,0
19840409,5213,OXY,NYSE,4.146853149,31.875,18263,0,Occidental Petrole,0,0,0
19840410,5213,OXY,NYSE,4.098066641,31.5,31553,0,Occidental Petrole,0,0,0
19840411,5213,OXY,NYSE,3.91918278,30.125,95851,0,Occidental Petrole,0,0,0
19840412,5213,OXY,NYSE,3.837871934,29.5,45735,0,Occidental Petrole,0,0,0
