DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
20071009,81735,BMXI',OTC,0.06,0.06,13,0,Brookmount Expl,0,0,0
20071010,81735,BMXI',OTC,0.07,0.07,350,0,Brookmount Expl,0,0,0
20071011,81735,BMXI',OTC,0.06,0.06,27,0,Brookmount Expl,0,0,0
20071012,81735,BMXI',OTC,0.12,0.12,1145,0,Brookmount Expl,0,0,0
20071015,81735,BMXI',OTC,0.13,0.13,613,0,Brookmount Expl,0,0,0
20071016,81735,BMXI',OTC,0.12,0.12,520,0,Brookmount Expl,0,0,0
20071017,81735,BMXI',OTC,0.12,0.12,145,0,Brookmount Expl,0,0,0
20071018,81735,BMXI',OTC,0.12,0.12,440,0,Brookmount Expl,0,0,0
20071019,81735,BMXI',OTC,0.12,0.12,230,0,Brookmount Expl,0,0,0
20071022,81735,BMXI',OTC,0.12,0.12,200,0,Brookmount Expl,0,0,0
20071023,81735,BMXI',OTC,0.13,0.13,10,0,Brookmount Expl,0,0,0
20071024,81735,BMXI',OTC,0.13,0.13,0,0,Brookmount Expl,0,0,0
20071025,81735,BMXI',OTC,0.17,0.17,1833,0,Brookmount Expl,0,0,0
20071026,81735,BMXI',OTC,0.16,0.16,2635,0,Brookmount Expl,0,0,0
20071029,81735,BMXI',OTC,0.19,0.19,687,0,Brookmount Expl,0,0,0
20071030,81735,BMXI',OTC,0.19,0.19,0,0,Brookmount Expl,0,0,0
20071031,81735,BMXI',OTC,0.18,0.18,10,0,Brookmount Expl,0,0,0
20071101,81735,BMXI',OTC,0.2,0.2,200,0,Brookmount Expl,0,0,0
20071102,81735,BMXI',OTC,0.21,0.21,886,0,Brookmount Expl,0,0,0
20071105,81735,BMXI',OTC,0.24,0.24,1570,0,Brookmount Expl,0,0,0
20071106,81735,BMXI',OTC,0.32,0.32,1789,0,Brookmount Expl,0,0,0
20071107,81735,BMXI',OTC,0.34,0.34,2102,0,Brookmount Expl,0,0,0
20071108,81735,BMXI',OTC,0.35,0.35,980,0,Brookmount Expl,0,0,0
20071109,81735,BMXI',OTC,0.35,0.35,519,0,Brookmount Expl,0,0,0
20071112,81735,BMXI',OTC,0.4,0.4,5,0,Brookmount Expl,0,0,0
20071113,81735,BMXI',OTC,0.44,0.44,2901,0,Brookmount Expl,0,0,0
20071114,81735,BMXI',OTC,0.41,0.41,1269,0,Brookmount Expl,0,0,0
20071115,81735,BMXI',OTC,0.4,0.4,225,0,Brookmount Expl,0,0,0
20071116,81735,BMXI',OTC,0.39,0.39,827,0,Brookmount Expl,0,0,0
20071119,81735,BMXI',OTC,0.4,0.4,981,0,Brookmount Expl,0,0,0
20071120,81735,BMXI',OTC,0.4,0.4,494,0,Brookmount Expl,0,0,0
20071121,81735,BMXI',OTC,0.4,0.4,143,0,Brookmount Expl,0,0,0
20071123,81735,BMXI',OTC,0.38,0.38,252,0,Brookmount Expl,0,0,0
20071126,81735,BMXI',OTC,0.4,0.4,630,0,Brookmount Expl,0,0,0
20071127,81735,BMXI',OTC,0.39,0.39,290,0,Brookmount Expl,0,0,0
20071128,81735,BMXI',OTC,0.39,0.39,349,0,Brookmount Expl,0,0,0
20071129,81735,BMXI',OTC,0.39,0.39,2,0,Brookmount Expl,0,0,0
20071130,81735,BMXI',OTC,0.39,0.39,670,0,Brookmount Expl,0,0,0
20071203,81735,BMXI',OTC,0.38,0.38,76,0,Brookmount Expl,0,0,0
20071204,81735,BMXI',OTC,0.39,0.39,185,0,Brookmount Expl,0,0,0
20071205,81735,BMXI',OTC,0.39,0.39,115,0,Brookmount Expl,0,0,0
20071206,81735,BMXI',OTC,0.38,0.38,884,0,Brookmount Expl,0,0,0
20071207,81735,BMXI',OTC,0.38,0.38,45,0,Brookmount Expl,0,0,0
20071210,81735,BMXI',OTC,0.34,0.34,559,0,Brookmount Expl,0,0,0
20071211,81735,BMXI',OTC,0.34,0.34,149,0,Brookmount Expl,0,0,0
20071212,81735,BMXI',OTC,0.33,0.33,54,0,Brookmount Expl,0,0,0
20071213,81735,BMXI',OTC,0.3,0.3,457,0,Brookmount Expl,0,0,0
20071214,81735,BMXI',OTC,0.33,0.33,70,0,Brookmount Expl,0,0,0
20071217,81735,BMXI',OTC,0.34,0.34,430,0,Brookmount Expl,0,0,0
20071218,81735,BMXI',OTC,0.3,0.3,431,0,Brookmount Expl,0,0,0
20071219,81735,BMXI',OTC,0.31,0.31,150,0,Brookmount Expl,0,0,0
20071220,81735,BMXI',OTC,0.33,0.33,102,0,Brookmount Expl,0,0,0
20071221,81735,BMXI',OTC,0.33,0.33,0,0,Brookmount Expl,0,0,0
20071224,81735,BMXI',OTC,0.33,0.33,0,0,Brookmount Expl,0,0,0
20071226,81735,BMXI',OTC,0.32,0.32,5,0,Brookmount Expl,0,0,0
20071227,81735,BMXI',OTC,0.33,0.33,37,0,Brookmount Expl,0,0,0
20071228,81735,BMXI',OTC,0.33,0.33,101,0,Brookmount Expl,0,0,0
20071231,81735,BMXI',OTC,0.31,0.31,606,0,Brookmount Expl,0,0,0
20080102,81735,BMXI',OTC,0.3,0.3,193,0,Brookmount Expl,0,0,0
20080103,81735,BMXI',OTC,0.32,0.32,418,0,Brookmount Expl,0,0,0
20080104,81735,BMXI',OTC,0.31,0.31,103,0,Brookmount Expl,0,0,0
20080107,81735,BMXI',OTC,0.31,0.31,0,0,Brookmount Expl,0,0,0
20080108,81735,BMXI',OTC,0.32,0.32,387,0,Brookmount Expl,0,0,0
20080109,81735,BMXI',OTC,0.29,0.29,100,0,Brookmount Expl,0,0,0
20080110,81735,BMXI',OTC,0.3,0.3,21,0,Brookmount Expl,0,0,0
20080111,81735,BMXI',OTC,0.3,0.3,93,0,Brookmount Expl,0,0,0
20080114,81735,BMXI',OTC,0.32,0.32,345,0,Brookmount Expl,0,0,0
20080115,81735,BMXI',OTC,0.3,0.3,60,0,Brookmount Expl,0,0,0
20080116,81735,BMXI',OTC,0.3,0.3,130,0,Brookmount Expl,0,0,0
20080117,81735,BMXI',OTC,0.38,0.38,1298,0,Brookmount Expl,0,0,0
20080118,81735,BMXI',OTC,0.39,0.39,680,0,Brookmount Expl,0,0,0
20080122,81735,BMXI',OTC,0.41,0.41,1122,0,Brookmount Expl,0,0,0
20080123,81735,BMXI',OTC,0.4,0.4,234,0,Brookmount Expl,0,0,0
20080124,81735,BMXI',OTC,0.4,0.4,0,0,Brookmount Expl,0,0,0
20080125,81735,BMXI',OTC,0.4,0.4,0,0,Brookmount Expl,0,0,0
20080128,81735,BMXI',OTC,0.4,0.4,0,0,Brookmount Expl,0,0,0
20080129,81735,BMXI',OTC,0.3,0.3,425,0,Brookmount Expl,0,0,0
20080130,81735,BMXI',OTC,0.3,0.3,0,0,Brookmount Expl,0,0,0
20080131,81735,BMXI',OTC,0.25,0.25,310,0,Brookmount Expl,0,0,0
20080201,81735,BMXI',OTC,0.25,0.25,1381,0,Brookmount Expl,0,0,0
20080204,81735,BMXI',OTC,0.25,0.25,383,0,Brookmount Expl,0,0,0
20080205,81735,BMXI',OTC,0.25,0.25,53,0,Brookmount Expl,0,0,0
20080206,81735,BMXI',OTC,0.35,0.35,1307,0,Brookmount Expl,0,0,0
20080207,81735,BMXI',OTC,0.35,0.35,0,0,Brookmount Expl,0,0,0
20080208,81735,BMXI',OTC,0.19,0.19,1089,0,Brookmount Expl,0,0,0
20080211,81735,BMXI',OTC,0.3,0.3,917,0,Brookmount Expl,0,0,0
20080212,81735,BMXI',OTC,0.29,0.29,287,0,Brookmount Expl,0,0,0
20080213,81735,BMXI',OTC,0.22,0.22,248,0,Brookmount Expl,0,0,0
20080214,81735,BMXI',OTC,0.21,0.21,21,0,Brookmount Expl,0,0,0
20080215,81735,BMXI',OTC,0.21,0.21,0,0,Brookmount Expl,0,0,0
20080219,81735,BMXI',OTC,0.25,0.25,282,0,Brookmount Expl,0,0,0
20080220,81735,BMXI',OTC,0.3,0.3,118,0,Brookmount Expl,0,0,0
20080221,81735,BMXI',OTC,0.26,0.26,50,0,Brookmount Expl,0,0,0
20080222,81735,BMXI',OTC,0.2,0.2,54,0,Brookmount Expl,0,0,0
20080225,81735,BMXI',OTC,0.19,0.19,132,0,Brookmount Expl,0,0,0
20080226,81735,BMXI',OTC,0.19,0.19,0,0,Brookmount Expl,0,0,0
20080227,81735,BMXI',OTC,0.19,0.19,0,0,Brookmount Expl,0,0,0
20080228,81735,BMXI',OTC,0.19,0.19,0,0,Brookmount Expl,0,0,0
20080229,81735,BMXI',OTC,0.2,0.2,892,0,Brookmount Expl,0,0,0
20080303,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080304,81735,BMXI',OTC,0.17,0.17,325,0,Brookmount Expl,0,0,0
20080305,81735,BMXI',OTC,0.18,0.18,206,0,Brookmount Expl,0,0,0
20080306,81735,BMXI',OTC,0.18,0.18,0,0,Brookmount Expl,0,0,0
20080307,81735,BMXI',OTC,0.18,0.18,0,0,Brookmount Expl,0,0,0
20080310,81735,BMXI',OTC,0.18,0.18,252,0,Brookmount Expl,0,0,0
20080311,81735,BMXI',OTC,0.2,0.2,106,0,Brookmount Expl,0,0,0
20080312,81735,BMXI',OTC,0.2,0.2,120,0,Brookmount Expl,0,0,0
20080313,81735,BMXI',OTC,0.25,0.25,862,0,Brookmount Expl,0,0,0
20080314,81735,BMXI',OTC,0.25,0.25,180,0,Brookmount Expl,0,0,0
20080317,81735,BMXI',OTC,0.25,0.25,240,0,Brookmount Expl,0,0,0
20080318,81735,BMXI',OTC,0.2,0.2,151,0,Brookmount Expl,0,0,0
20080319,81735,BMXI',OTC,0.25,0.25,143,0,Brookmount Expl,0,0,0
20080320,81735,BMXI',OTC,0.25,0.25,0,0,Brookmount Expl,0,0,0
20080324,81735,BMXI',OTC,0.25,0.25,0,0,Brookmount Expl,0,0,0
20080325,81735,BMXI',OTC,0.22,0.22,165,0,Brookmount Expl,0,0,0
20080326,81735,BMXI',OTC,0.14,0.14,1581,0,Brookmount Expl,0,0,0
20080327,81735,BMXI',OTC,0.2,0.2,58,0,Brookmount Expl,0,0,0
20080328,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080331,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080401,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080402,81735,BMXI',OTC,0.18,0.18,66,0,Brookmount Expl,0,0,0
20080403,81735,BMXI',OTC,0.18,0.18,0,0,Brookmount Expl,0,0,0
20080404,81735,BMXI',OTC,0.18,0.18,0,0,Brookmount Expl,0,0,0
20080407,81735,BMXI',OTC,0.2,0.2,30,0,Brookmount Expl,0,0,0
20080408,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080409,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080410,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080411,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080414,81735,BMXI',OTC,0.18,0.18,70,0,Brookmount Expl,0,0,0
20080415,81735,BMXI',OTC,0.13,0.13,437,0,Brookmount Expl,0,0,0
20080416,81735,BMXI',OTC,0.13,0.13,53,0,Brookmount Expl,0,0,0
20080417,81735,BMXI',OTC,0.15,0.15,14,0,Brookmount Expl,0,0,0
20080418,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080421,81735,BMXI',OTC,0.1,0.1,615,0,Brookmount Expl,0,0,0
20080422,81735,BMXI',OTC,0.15,0.15,170,0,Brookmount Expl,0,0,0
20080423,81735,BMXI',OTC,0.15,0.15,32,0,Brookmount Expl,0,0,0
20080424,81735,BMXI',OTC,0.1,0.1,35,0,Brookmount Expl,0,0,0
20080425,81735,BMXI',OTC,0.15,0.15,954,0,Brookmount Expl,0,0,0
20080428,81735,BMXI',OTC,0.16,0.16,3,0,Brookmount Expl,0,0,0
20080429,81735,BMXI',OTC,0.16,0.16,0,0,Brookmount Expl,0,0,0
20080430,81735,BMXI',OTC,0.16,0.16,7,0,Brookmount Expl,0,0,0
20080501,81735,BMXI',OTC,0.16,0.16,0,0,Brookmount Expl,0,0,0
20080502,81735,BMXI',OTC,0.1,0.1,188,0,Brookmount Expl,0,0,0
20080505,81735,BMXI',OTC,0.1,0.1,324,0,Brookmount Expl,0,0,0
20080506,81735,BMXI',OTC,0.1,0.1,0,0,Brookmount Expl,0,0,0
20080507,81735,BMXI',OTC,0.11,0.11,28,0,Brookmount Expl,0,0,0
20080508,81735,BMXI',OTC,0.11,0.11,1120,0,Brookmount Expl,0,0,0
20080509,81735,BMXI',OTC,0.15,0.15,8,0,Brookmount Expl,0,0,0
20080512,81735,BMXI',OTC,0.15,0.15,10,0,Brookmount Expl,0,0,0
20080513,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080514,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080515,81735,BMXI',OTC,0.14,0.14,6,0,Brookmount Expl,0,0,0
20080516,81735,BMXI',OTC,0.15,0.15,206,0,Brookmount Expl,0,0,0
20080519,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080520,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080521,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080522,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080523,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080527,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080528,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080529,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080530,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080602,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080603,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080604,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080605,81735,BMXI',OTC,0.15,0.15,38,0,Brookmount Expl,0,0,0
20080606,81735,BMXI',OTC,0.18,0.18,31,0,Brookmount Expl,0,0,0
20080609,81735,BMXI',OTC,0.2,0.2,28,0,Brookmount Expl,0,0,0
20080610,81735,BMXI',OTC,0.2,0.2,57,0,Brookmount Expl,0,0,0
20080611,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080612,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080613,81735,BMXI',OTC,0.19,0.19,8,0,Brookmount Expl,0,0,0
20080616,81735,BMXI',OTC,0.2,0.2,4,0,Brookmount Expl,0,0,0
20080617,81735,BMXI',OTC,0.2,0.2,9,0,Brookmount Expl,0,0,0
20080618,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080619,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080620,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080623,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080624,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080625,81735,BMXI',OTC,0.2,0.2,0,0,Brookmount Expl,0,0,0
20080626,81735,BMXI',OTC,0.09,0.09,5,0,Brookmount Expl,0,0,0
20080627,81735,BMXI',OTC,0.15,0.15,11,0,Brookmount Expl,0,0,0
20080630,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080701,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080702,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080703,81735,BMXI',OTC,0.15,0.15,12,0,Brookmount Expl,0,0,0
20080707,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080708,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080709,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080710,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080711,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080714,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080715,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080716,81735,BMXI',OTC,0.15,0.15,101,0,Brookmount Expl,0,0,0
20080717,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080718,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080721,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080722,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080723,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
20080724,81735,BMXI',OTC,0.15,0.15,0,0,Brookmount Expl,0,0,0
