DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
20070710,80433,VCRT',OTC,1.3,1.3,0,0,Vicor Technol,0,0,0
20070711,80433,VCRT',OTC,1.55,1.55,30,0,Vicor Technol,0,0,0
20070712,80433,VCRT',OTC,1.51,1.51,964,0,Vicor Technol,0,0,0
20070713,80433,VCRT',OTC,1.75,1.75,169,0,Vicor Technol,0,0,0
20070716,80433,VCRT',OTC,1.75,1.75,7,0,Vicor Technol,0,0,0
20070717,80433,VCRT',OTC,1.75,1.75,20,0,Vicor Technol,0,0,0
20070718,80433,VCRT',OTC,1.75,1.75,106,0,Vicor Technol,0,0,0
20070719,80433,VCRT',OTC,1.75,1.75,30,0,Vicor Technol,0,0,0
20070720,80433,VCRT',OTC,1.75,1.75,0,0,Vicor Technol,0,0,0
20070723,80433,VCRT',OTC,1.5,1.5,42,0,Vicor Technol,0,0,0
20070724,80433,VCRT',OTC,1.52,1.52,74,0,Vicor Technol,0,0,0
20070725,80433,VCRT',OTC,1.52,1.52,118,0,Vicor Technol,0,0,0
20070726,80433,VCRT',OTC,1.5,1.5,9,0,Vicor Technol,0,0,0
20070727,80433,VCRT',OTC,1.5,1.5,0,0,Vicor Technol,0,0,0
20070730,80433,VCRT',OTC,1.5,1.5,5,0,Vicor Technol,0,0,0
20070731,80433,VCRT',OTC,1.5,1.5,10,0,Vicor Technol,0,0,0
20070801,80433,VCRT',OTC,1.5,1.5,0,0,Vicor Technol,0,0,0
20070802,80433,VCRT',OTC,1.5,1.5,0,0,Vicor Technol,0,0,0
20070803,80433,VCRT',OTC,1.5,1.5,0,0,Vicor Technol,0,0,0
20070806,80433,VCRT',OTC,1.35,1.35,60,0,Vicor Technol,0,0,0
20070807,80433,VCRT',OTC,1.35,1.35,0,0,Vicor Technol,0,0,0
20070808,80433,VCRT',OTC,1.37,1.37,27,0,Vicor Technol,0,0,0
20070809,80433,VCRT',OTC,1.37,1.37,0,0,Vicor Technol,0,0,0
20070810,80433,VCRT',OTC,1.25,1.25,115,0,Vicor Technol,0,0,0
20070813,80433,VCRT',OTC,1.25,1.25,0,0,Vicor Technol,0,0,0
20070814,80433,VCRT',OTC,1.1,1.1,35,0,Vicor Technol,0,0,0
20070815,80433,VCRT',OTC,1.1,1.1,0,0,Vicor Technol,0,0,0
20070816,80433,VCRT',OTC,1.1,1.1,0,0,Vicor Technol,0,0,0
20070817,80433,VCRT',OTC,1.1,1.1,0,0,Vicor Technol,0,0,0
20070820,80433,VCRT',OTC,1.1,1.1,0,0,Vicor Technol,0,0,0
20070821,80433,VCRT',OTC,1.25,1.25,10,0,Vicor Technol,0,0,0
20070822,80433,VCRT',OTC,1.25,1.25,0,0,Vicor Technol,0,0,0
20070823,80433,VCRT',OTC,1.1,1.1,60,0,Vicor Technol,0,0,0
20070824,80433,VCRT',OTC,1.1,1.1,0,0,Vicor Technol,0,0,0
20070827,80433,VCRT',OTC,1.1,1.1,0,0,Vicor Technol,0,0,0
20070828,80433,VCRT',OTC,1.01,1.01,125,0,Vicor Technol,0,0,0
20070829,80433,VCRT',OTC,1.01,1.01,0,0,Vicor Technol,0,0,0
20070830,80433,VCRT',OTC,1.01,1.01,0,0,Vicor Technol,0,0,0
20070831,80433,VCRT',OTC,1.01,1.01,0,0,Vicor Technol,0,0,0
20070904,80433,VCRT',OTC,1.01,1.01,0,0,Vicor Technol,0,0,0
20070905,80433,VCRT',OTC,1.01,1.01,0,0,Vicor Technol,0,0,0
20070906,80433,VCRT',OTC,1.01,1.01,0,0,Vicor Technol,0,0,0
20070907,80433,VCRT',OTC,1.01,1.01,0,0,Vicor Technol,0,0,0
20070910,80433,VCRT',OTC,1.04,1.04,120,0,Vicor Technol,0,0,0
20070911,80433,VCRT',OTC,1.01,1.01,5,0,Vicor Technol,0,0,0
20070912,80433,VCRT',OTC,1,1,19,0,Vicor Technol,0,0,0
20070913,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20070914,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20070917,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20070918,80433,VCRT',OTC,1.25,1.25,45,0,Vicor Technol,0,0,0
20070919,80433,VCRT',OTC,1.06,1.06,37,0,Vicor Technol,0,0,0
20070920,80433,VCRT',OTC,1.27,1.27,34,0,Vicor Technol,0,0,0
20070921,80433,VCRT',OTC,1.27,1.27,0,0,Vicor Technol,0,0,0
20070924,80433,VCRT',OTC,1.27,1.27,0,0,Vicor Technol,0,0,0
20070925,80433,VCRT',OTC,1,1,37,0,Vicor Technol,0,0,0
20070926,80433,VCRT',OTC,1,1,15,0,Vicor Technol,0,0,0
20070927,80433,VCRT',OTC,1,1,25,0,Vicor Technol,0,0,0
20070928,80433,VCRT',OTC,1,1,5,0,Vicor Technol,0,0,0
20071001,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071002,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071003,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071004,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071005,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071008,80433,VCRT',OTC,1.55,1.55,380,0,Vicor Technol,0,0,0
20071009,80433,VCRT',OTC,1.55,1.55,0,0,Vicor Technol,0,0,0
20071010,80433,VCRT',OTC,1.55,1.55,0,0,Vicor Technol,0,0,0
20071011,80433,VCRT',OTC,1,1,50,0,Vicor Technol,0,0,0
20071012,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071015,80433,VCRT',OTC,1,1,5,0,Vicor Technol,0,0,0
20071016,80433,VCRT',OTC,1,1,23,0,Vicor Technol,0,0,0
20071017,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071018,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071019,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071022,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071023,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071024,80433,VCRT',OTC,1,1,100,0,Vicor Technol,0,0,0
20071025,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071026,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071029,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071030,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071031,80433,VCRT',OTC,1,1,50,0,Vicor Technol,0,0,0
20071101,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071102,80433,VCRT',OTC,0.99,0.99,5,0,Vicor Technol,0,0,0
20071105,80433,VCRT',OTC,0.99,0.99,0,0,Vicor Technol,0,0,0
20071106,80433,VCRT',OTC,0.99,0.99,0,0,Vicor Technol,0,0,0
20071107,80433,VCRT',OTC,0.99,0.99,0,0,Vicor Technol,0,0,0
20071108,80433,VCRT',OTC,0.99,0.99,0,0,Vicor Technol,0,0,0
20071109,80433,VCRT',OTC,1,1,48,0,Vicor Technol,0,0,0
20071112,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071113,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071114,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071115,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071116,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
20071119,80433,VCRT',OTC,1,1,0,0,Vicor Technol,0,0,0
