DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
20011226,19592,THB',NYSE,14.66370177,21.8,896,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20011227,19592,THB',NYSE,14.64352236,21.77,1072,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20011228,19592,THB',NYSE,14.79823114,22,785,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20011231,19592,THB',NYSE,14.96639286,22.25,1617,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020102,19592,THB',NYSE,14.96639286,22.25,1943,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020103,19592,THB',NYSE,15.0874693,22.43,3888,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020104,19592,THB',NYSE,15.04711048,22.37,1607,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020107,19592,THB',NYSE,15.02693108,22.34,962,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020108,19592,THB',NYSE,15.0000252,22.3,1103,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020109,19592,THB',NYSE,15.03365755,22.35,2221,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020110,19592,THB',NYSE,15.06056342,22.39,1032,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020111,19592,THB',NYSE,15.12110164,22.48,966,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020114,19592,THB',NYSE,15.12110164,22.48,950,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020115,19592,THB',NYSE,15.12782811,22.49,1116,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020116,19592,THB',NYSE,15.06728989,22.4,995,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020117,19592,THB',NYSE,15.13455458,22.5,2065,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020118,19592,THB',NYSE,15.20181926,22.6,538,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020122,19592,THB',NYSE,15.25563101,22.68,804,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020123,19592,THB',NYSE,15.20181926,22.6,892,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020124,19592,THB',NYSE,15.20181926,22.6,736,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020125,19592,THB',NYSE,15.20181926,22.6,666,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020128,19592,THB',NYSE,15.12782811,22.49,540,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020129,19592,THB',NYSE,15.12110164,22.48,552,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020130,19592,THB',NYSE,14.79823114,22,1188,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020131,19592,THB',NYSE,14.79823114,22,830,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020201,19592,THB',NYSE,14.73096646,21.9,495,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020204,19592,THB',NYSE,14.79823114,22,360,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020205,19592,THB',NYSE,14.12558427,21,520,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020206,19592,THB',NYSE,14.05831959,20.9,479,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020207,19592,THB',NYSE,14.09195193,20.95,474,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020208,19592,THB',NYSE,14.09195193,20.95,453,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020211,19592,THB',NYSE,14.05831959,20.9,443,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020212,19592,THB',NYSE,14.05159312,20.89,586,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020213,19592,THB',NYSE,13.95742256,20.75,428,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020214,19592,THB',NYSE,13.84979906,20.59,1826,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020215,19592,THB',NYSE,13.65473146,20.3,508,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020219,19592,THB',NYSE,12.74665819,18.95,1131,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020220,19592,THB',NYSE,12.39015535,18.42,6564,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020221,19592,THB',NYSE,13.38567272,19.9,1351,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
20020222,19592,THB',NYSE,13.41930506,19.95,1158,0,Tommy Hilfiger Usa 9 Pc 31,0,0,0
