DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
19840301,5107,DOW,NYSE,2.021415466,29.125,72733,0,Dow Chemical Co,0,0,0
19840302,5107,DOW,NYSE,2.012739864,29,82847,0,Dow Chemical Co,0,0,0
19840305,5107,DOW,NYSE,1.995388658,28.75,20359,0,Dow Chemical Co,0,0,0
19840306,5107,DOW,NYSE,2.030091069,29.25,64117,0,Dow Chemical Co,0,0,0
19840307,5107,DOW,NYSE,2.012739864,29,47259,0,Dow Chemical Co,0,0,0
19840308,5107,DOW,NYSE,2.012739864,29,46034,0,Dow Chemical Co,0,0,0
19840309,5107,DOW,NYSE,2.012739864,29,42591,0,Dow Chemical Co,0,0,0
19840312,5107,DOW,NYSE,2.030091069,29.25,29018,0,Dow Chemical Co,0,0,0
19840313,5107,DOW,NYSE,2.082144686,30,96838,0,Dow Chemical Co,0,0,0
19840314,5107,DOW,NYSE,2.099495892,30.25,59506,0,Dow Chemical Co,0,0,0
19840315,5107,DOW,NYSE,2.125522701,30.625,54362,0,Dow Chemical Co,0,0,0
19840316,5107,DOW,NYSE,2.160225112,31.125,138823,0,Dow Chemical Co,0,0,0
19840319,5107,DOW,NYSE,2.160225112,31.125,39695,0,Dow Chemical Co,0,0,0
19840320,5107,DOW,NYSE,2.186251921,31.5,60370,0,Dow Chemical Co,0,0,0
19840321,5107,DOW,NYSE,2.186251921,31.5,41496,0,Dow Chemical Co,0,0,0
19840322,5107,DOW,NYSE,2.160225112,31.125,30862,0,Dow Chemical Co,0,0,0
19840323,5107,DOW,NYSE,2.142873906,30.875,62143,0,Dow Chemical Co,0,0,0
19840326,5107,DOW,NYSE,2.086528824,29.625,40891,0,Dow Chemical Co,0,0,0
19840327,5107,DOW,NYSE,2.13054842,30.25,65695,0,Dow Chemical Co,0,0,0
19840328,5107,DOW,NYSE,2.165764096,30.75,74001,0,Dow Chemical Co,0,0,0
19840329,5107,DOW,NYSE,2.139352339,30.375,28297,0,Dow Chemical Co,0,0,0
19840330,5107,DOW,NYSE,2.236195449,31.75,66675,0,Dow Chemical Co,0,0,0
19840402,5107,DOW,NYSE,2.236195449,31.75,50460,0,Dow Chemical Co,0,0,0
19840403,5107,DOW,NYSE,2.183371934,31,22604,0,Dow Chemical Co,0,0,0
19840404,5107,DOW,NYSE,2.174568015,30.875,43134,0,Dow Chemical Co,0,0,0
19840405,5107,DOW,NYSE,2.121744501,30.125,40082,0,Dow Chemical Co,0,0,0
19840406,5107,DOW,NYSE,2.192175853,31.125,44128,0,Dow Chemical Co,0,0,0
19840409,5107,DOW,NYSE,2.218587611,31.5,31818,0,Dow Chemical Co,0,0,0
19840410,5107,DOW,NYSE,2.174568015,30.875,37895,0,Dow Chemical Co,0,0,0
19840411,5107,DOW,NYSE,2.156960177,30.625,38875,0,Dow Chemical Co,0,0,0
19840412,5107,DOW,NYSE,2.218587611,31.5,57801,0,Dow Chemical Co,0,0,0
19840413,5107,DOW,NYSE,2.209783692,31.375,22632,0,Dow Chemical Co,0,0,0
19840416,5107,DOW,NYSE,2.218587611,31.5,31932,0,Dow Chemical Co,0,0,0
19840417,5107,DOW,NYSE,2.244999368,31.875,88185,0,Dow Chemical Co,0,0,0
19840418,5107,DOW,NYSE,2.183371934,31,36347,0,Dow Chemical Co,0,0,0
19840419,5107,DOW,NYSE,2.209783692,31.375,36433,0,Dow Chemical Co,0,0,0
19840423,5107,DOW,NYSE,2.165764096,30.75,23015,0,Dow Chemical Co,0,0,0
19840424,5107,DOW,NYSE,2.218587611,31.5,78474,0,Dow Chemical Co,0,0,0
19840425,5107,DOW,NYSE,2.236195449,31.75,48132,0,Dow Chemical Co,0,0,0
19840426,5107,DOW,NYSE,2.271411125,32.25,49807,0,Dow Chemical Co,0,0,0
19840427,5107,DOW,NYSE,2.236195449,31.75,35226,0,Dow Chemical Co,0,0,0
19840430,5107,DOW,NYSE,2.280215044,32.375,48402,0,Dow Chemical Co,0,0,0
19840501,5107,DOW,NYSE,2.32423464,33,56381,0,Dow Chemical Co,0,0,0
19840502,5107,DOW,NYSE,2.306626802,32.75,69529,0,Dow Chemical Co,0,0,0
19840503,5107,DOW,NYSE,2.253803287,32,29206,0,Dow Chemical Co,0,0,0
19840504,5107,DOW,NYSE,2.22739153,31.625,40891,0,Dow Chemical Co,0,0,0
19840507,5107,DOW,NYSE,2.280215044,32.375,46911,0,Dow Chemical Co,0,0,0
19840508,5107,DOW,NYSE,2.280215044,32.375,25443,0,Dow Chemical Co,0,0,0
19840509,5107,DOW,NYSE,2.236195449,31.75,26380,0,Dow Chemical Co,0,0,0
19840510,5107,DOW,NYSE,2.22739153,31.625,20729,0,Dow Chemical Co,0,0,0
19840511,5107,DOW,NYSE,2.209783692,31.375,48657,0,Dow Chemical Co,0,0,0
19840514,5107,DOW,NYSE,2.174568015,30.875,21581,0,Dow Chemical Co,0,0,0
19840515,5107,DOW,NYSE,2.174568015,30.875,34402,0,Dow Chemical Co,0,0,0
19840516,5107,DOW,NYSE,2.165764096,30.75,44540,0,Dow Chemical Co,0,0,0
19840517,5107,DOW,NYSE,2.165764096,30.75,81867,0,Dow Chemical Co,0,0,0
19840518,5107,DOW,NYSE,2.139352339,30.375,23768,0,Dow Chemical Co,0,0,0
19840521,5107,DOW,NYSE,2.121744501,30.125,19892,0,Dow Chemical Co,0,0,0
19840522,5107,DOW,NYSE,2.086528824,29.625,32102,0,Dow Chemical Co,0,0,0
19840523,5107,DOW,NYSE,2.095332743,29.75,23058,0,Dow Chemical Co,0,0,0
19840524,5107,DOW,NYSE,2.077724905,29.5,31293,0,Dow Chemical Co,0,0,0
19840525,5107,DOW,NYSE,2.068920986,29.375,16655,0,Dow Chemical Co,0,0,0
19840529,5107,DOW,NYSE,1.989685714,28.25,42453,0,Dow Chemical Co,0,0,0
19840530,5107,DOW,NYSE,2.007293552,28.5,95057,0,Dow Chemical Co,0,0,0
19840531,5107,DOW,NYSE,1.998489633,28.375,43972,0,Dow Chemical Co,0,0,0
19840601,5107,DOW,NYSE,2.007293552,28.5,41004,0,Dow Chemical Co,0,0,0
19840604,5107,DOW,NYSE,2.042509229,29,75151,0,Dow Chemical Co,0,0,0
19840605,5107,DOW,NYSE,2.007293552,28.5,48416,0,Dow Chemical Co,0,0,0
19840606,5107,DOW,NYSE,1.972077876,28,66661,0,Dow Chemical Co,0,0,0
19840607,5107,DOW,NYSE,1.9368622,27.5,63253,0,Dow Chemical Co,0,0,0
19840608,5107,DOW,NYSE,1.945666119,27.625,35907,0,Dow Chemical Co,0,0,0
19840611,5107,DOW,NYSE,1.9368622,27.5,38619,0,Dow Chemical Co,0,0,0
19840612,5107,DOW,NYSE,1.954470038,27.75,25741,0,Dow Chemical Co,0,0,0
19840613,5107,DOW,NYSE,1.945666119,27.625,26352,0,Dow Chemical Co,0,0,0
19840614,5107,DOW,NYSE,1.901646523,27,37128,0,Dow Chemical Co,0,0,0
19840615,5107,DOW,NYSE,1.919254362,27.25,26593,0,Dow Chemical Co,0,0,0
19840618,5107,DOW,NYSE,1.963273957,27.875,35552,0,Dow Chemical Co,0,0,0
19840619,5107,DOW,NYSE,1.945666119,27.625,63821,0,Dow Chemical Co,0,0,0
19840620,5107,DOW,NYSE,2.016097472,28.625,86638,0,Dow Chemical Co,0,0,0
19840621,5107,DOW,NYSE,1.998489633,28.375,58042,0,Dow Chemical Co,0,0,0
19840622,5107,DOW,NYSE,2.007293552,28.5,22192,0,Dow Chemical Co,0,0,0
19840625,5107,DOW,NYSE,1.994770331,27.875,23756,0,Dow Chemical Co,0,0,0
19840626,5107,DOW,NYSE,1.976880014,27.625,55114,0,Dow Chemical Co,0,0,0
19840627,5107,DOW,NYSE,1.976880014,27.625,55938,0,Dow Chemical Co,0,0,0
19840628,5107,DOW,NYSE,2.003715489,28,121630,0,Dow Chemical Co,0,0,0
19840629,5107,DOW,NYSE,2.012660648,28.125,59026,0,Dow Chemical Co,0,0,0
19840702,5107,DOW,NYSE,2.030550964,28.375,40846,0,Dow Chemical Co,0,0,0
19840703,5107,DOW,NYSE,2.039496123,28.5,36025,0,Dow Chemical Co,0,0,0
19840705,5107,DOW,NYSE,2.003715489,28,9698,0,Dow Chemical Co,0,0,0
19840706,5107,DOW,NYSE,1.976880014,27.625,27543,0,Dow Chemical Co,0,0,0
19840709,5107,DOW,NYSE,2.021605806,28.25,47903,0,Dow Chemical Co,0,0,0
19840710,5107,DOW,NYSE,2.003715489,28,30170,0,Dow Chemical Co,0,0,0
19840711,5107,DOW,NYSE,1.958989697,27.375,52864,0,Dow Chemical Co,0,0,0
19840712,5107,DOW,NYSE,1.932154222,27,41391,0,Dow Chemical Co,0,0,0
19840713,5107,DOW,NYSE,1.94109938,27.125,31134,0,Dow Chemical Co,0,0,0
19840716,5107,DOW,NYSE,1.932154222,27,34208,0,Dow Chemical Co,0,0,0
19840717,5107,DOW,NYSE,1.878483271,26.25,53143,0,Dow Chemical Co,0,0,0
19840718,5107,DOW,NYSE,1.860592954,26,39784,0,Dow Chemical Co,0,0,0
19840719,5107,DOW,NYSE,1.878483271,26.25,39784,0,Dow Chemical Co,0,0,0
19840720,5107,DOW,NYSE,1.905318746,26.625,31176,0,Dow Chemical Co,0,0,0
19840723,5107,DOW,NYSE,1.950044538,27.25,60452,0,Dow Chemical Co,0,0,0
19840724,5107,DOW,NYSE,1.932154222,27,38261,0,Dow Chemical Co,0,0,0
19840725,5107,DOW,NYSE,1.94109938,27.125,63288,0,Dow Chemical Co,0,0,0
19840726,5107,DOW,NYSE,1.950044538,27.25,36305,0,Dow Chemical Co,0,0,0
19840727,5107,DOW,NYSE,1.985825172,27.75,60130,0,Dow Chemical Co,0,0,0
19840730,5107,DOW,NYSE,2.030550964,28.375,69060,0,Dow Chemical Co,0,0,0
19840731,5107,DOW,NYSE,2.030550964,28.375,40036,0,Dow Chemical Co,0,0,0
19840801,5107,DOW,NYSE,2.066331598,28.875,58537,0,Dow Chemical Co,0,0,0
19840802,5107,DOW,NYSE,2.155783182,30.125,115202,0,Dow Chemical Co,0,0,0
19840803,5107,DOW,NYSE,2.245234767,31.375,109151,0,Dow Chemical Co,0,0,0
19840806,5107,DOW,NYSE,2.245234767,31.375,70192,0,Dow Chemical Co,0,0,0
19840807,5107,DOW,NYSE,2.191563816,30.625,63624,0,Dow Chemical Co,0,0,0
19840808,5107,DOW,NYSE,2.102112232,29.375,42495,0,Dow Chemical Co,0,0,0
19840809,5107,DOW,NYSE,2.209454133,30.875,73979,0,Dow Chemical Co,0,0,0
19840810,5107,DOW,NYSE,2.191563816,30.625,80504,0,Dow Chemical Co,0,0,0
19840813,5107,DOW,NYSE,2.218399292,31,21939,0,Dow Chemical Co,0,0,0
19840814,5107,DOW,NYSE,2.209454133,30.875,29988,0,Dow Chemical Co,0,0,0
19840815,5107,DOW,NYSE,2.173673499,30.375,25125,0,Dow Chemical Co,0,0,0
19840816,5107,DOW,NYSE,2.164728341,30.25,22400,0,Dow Chemical Co,0,0,0
19840817,5107,DOW,NYSE,2.173673499,30.375,21143,0,Dow Chemical Co,0,0,0
19840820,5107,DOW,NYSE,2.254179925,31.5,32546,0,Dow Chemical Co,0,0,0
19840821,5107,DOW,NYSE,2.263125084,31.625,64867,0,Dow Chemical Co,0,0,0
19840822,5107,DOW,NYSE,2.218399292,31,43347,0,Dow Chemical Co,0,0,0
19840823,5107,DOW,NYSE,2.236289608,31.25,41195,0,Dow Chemical Co,0,0,0
19840824,5107,DOW,NYSE,2.22734445,31.125,31749,0,Dow Chemical Co,0,0,0
19840827,5107,DOW,NYSE,2.218399292,31,50111,0,Dow Chemical Co,0,0,0
19840828,5107,DOW,NYSE,2.245234767,31.375,75837,0,Dow Chemical Co,0,0,0
19840829,5107,DOW,NYSE,2.245234767,31.375,45765,0,Dow Chemical Co,0,0,0
19840830,5107,DOW,NYSE,2.236289608,31.25,14212,0,Dow Chemical Co,0,0,0
19840831,5107,DOW,NYSE,2.236289608,31.25,12493,0,Dow Chemical Co,0,0,0
19840904,5107,DOW,NYSE,2.236289608,31.25,43222,0,Dow Chemical Co,0,0,0
19840905,5107,DOW,NYSE,2.218399292,31,41824,0,Dow Chemical Co,0,0,0
19840906,5107,DOW,NYSE,2.254179925,31.5,55756,0,Dow Chemical Co,0,0,0
19840907,5107,DOW,NYSE,2.200508975,30.75,61262,0,Dow Chemical Co,0,0,0
19840910,5107,DOW,NYSE,2.209454133,30.875,61695,0,Dow Chemical Co,0,0,0
19840911,5107,DOW,NYSE,2.173673499,30.375,48532,0,Dow Chemical Co,0,0,0
19840912,5107,DOW,NYSE,2.11105739,29.5,90705,0,Dow Chemical Co,0,0,0
19840913,5107,DOW,NYSE,2.137892866,29.875,111555,0,Dow Chemical Co,0,0,0
19840914,5107,DOW,NYSE,2.102112232,29.375,121099,0,Dow Chemical Co,0,0,0
19840917,5107,DOW,NYSE,2.102112232,29.375,60955,0,Dow Chemical Co,0,0,0
