DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
20110407,98280,UREE,OTC,3,3,20,0,U S Rare Earth,0,0,0
20110408,98280,UREE,OTC,2.9,2.9,5,0,U S Rare Earth,0,0,0
20110411,98280,UREE,OTC,3,3,10,0,U S Rare Earth,0,0,0
20110412,98280,UREE,OTC,3,3,35,0,U S Rare Earth,0,0,0
20110413,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110414,98280,UREE,OTC,3,3,5,0,U S Rare Earth,0,0,0
20110415,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110418,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110419,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110420,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110421,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110425,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110426,98280,UREE,OTC,3,3,91,0,U S Rare Earth,0,0,0
20110427,98280,UREE,OTC,3,3,15,0,U S Rare Earth,0,0,0
20110428,98280,UREE,OTC,3,3,0,0,U S Rare Earth,0,0,0
20110429,98280,UREE,OTC,3,3,20,0,U S Rare Earth,0,0,0
20110502,98280,UREE,OTC,3.25,3.25,82,0,U S Rare Earth,0,0,0
20110503,98280,UREE,OTC,3.1,3.1,20,0,U S Rare Earth,0,0,0
20110504,98280,UREE,OTC,3.25,3.25,90,0,U S Rare Earth,0,0,0
20110505,98280,UREE,OTC,3.25,3.25,20,0,U S Rare Earth,0,0,0
20110506,98280,UREE,OTC,3.25,3.25,30,0,U S Rare Earth,0,0,0
20110509,98280,UREE,OTC,3.1,3.1,35,0,U S Rare Earth,0,0,0
20110510,98280,UREE,OTC,3.1,3.1,30,0,U S Rare Earth,0,0,0
20110511,98280,UREE,OTC,3,3,12,0,U S Rare Earth,0,0,0
20110512,98280,UREE,OTC,2.9,2.9,20,0,U S Rare Earth,0,0,0
20110513,98280,UREE,OTC,3.1,3.1,20,0,U S Rare Earth,0,0,0
20110516,98280,UREE,OTC,3.25,3.25,60,0,U S Rare Earth,0,0,0
20110517,98280,UREE,OTC,3.25,3.25,55,0,U S Rare Earth,0,0,0
20110518,98280,UREE,OTC,3.75,3.75,73,0,U S Rare Earth,0,0,0
20110519,98280,UREE,OTC,4,4,32,0,U S Rare Earth,0,0,0
20110520,98280,UREE,OTC,5,5,68,0,U S Rare Earth,0,0,0
20110523,98280,UREE,OTC,5.5,5.5,111,0,U S Rare Earth,0,0,0
20110524,98280,UREE,OTC,4.96,4.96,95,0,U S Rare Earth,0,0,0
20110525,98280,UREE,OTC,4.99,4.99,5,0,U S Rare Earth,0,0,0
20110526,98280,UREE,OTC,4.5,4.5,10,0,U S Rare Earth,0,0,0
