DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
20120906,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120907,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120910,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120911,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120912,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120913,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120914,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120917,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120918,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120919,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120920,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120921,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120924,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120925,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120926,108748,KURRF,OTC,11.51,11.51,0,0,Kuraray Co 8748,0,0,0
20120927,108748,KURRF,OTC,11.38,11.38,16,0,Kuraray Co 8748,0,0,0
20120928,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121001,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121002,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121003,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121004,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121005,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121008,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121009,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121010,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
20121011,108748,KURRF,OTC,11.38,11.38,0,0,Kuraray Co 8748,0,0,0
