DDate,CSINumber,Symbol,Exchange,DClose,UnAdjustedClose,TotalVolume,Cash,MarketName,PTB,PSR,DPS
20080725,86842,GTAT,OTC,12.59,12.59,149398,0,Gt Adv Tech,0,0,0
20080728,86842,GTAT,OTC,11.94,11.94,19912,0,Gt Adv Tech,0,0,0
20080729,86842,GTAT,OTC,12.8,12.8,19813,0,Gt Adv Tech,0,0,0
20080730,86842,GTAT,OTC,12.4,12.4,33341,0,Gt Adv Tech,0,0,0
20080731,86842,GTAT,OTC,12.26,12.26,18647,0,Gt Adv Tech,0,0,0
20080801,86842,GTAT,OTC,11.88,11.88,7484,0,Gt Adv Tech,0,0,0
20080804,86842,GTAT,OTC,10.64,10.64,16784,0,Gt Adv Tech,0,0,0
20080805,86842,GTAT,OTC,10.29,10.29,7718,0,Gt Adv Tech,0,0,0
20080806,86842,GTAT,OTC,11.04,11.04,8224,0,Gt Adv Tech,0,0,0
20080807,86842,GTAT,OTC,11.47,11.47,18167,0,Gt Adv Tech,0,0,0
20080808,86842,GTAT,OTC,11.98,11.98,4005,0,Gt Adv Tech,0,0,0
20080811,86842,GTAT,OTC,11.25,11.25,5958,0,Gt Adv Tech,0,0,0
20080812,86842,GTAT,OTC,11.2,11.2,9454,0,Gt Adv Tech,0,0,0
20080813,86842,GTAT,OTC,11.48,11.48,3366,0,Gt Adv Tech,0,0,0
20080814,86842,GTAT,OTC,11.78,11.78,1880,0,Gt Adv Tech,0,0,0
20080815,86842,GTAT,OTC,13.06,13.06,8658,0,Gt Adv Tech,0,0,0
20080818,86842,GTAT,OTC,13.17,13.17,7629,0,Gt Adv Tech,0,0,0
20080819,86842,GTAT,OTC,13.6,13.6,13898,0,Gt Adv Tech,0,0,0
20080820,86842,GTAT,OTC,14,14,11576,0,Gt Adv Tech,0,0,0
20080821,86842,GTAT,OTC,13.84,13.84,6350,0,Gt Adv Tech,0,0,0
20080822,86842,GTAT,OTC,13.86,13.86,3632,0,Gt Adv Tech,0,0,0
20080825,86842,GTAT,OTC,13.55,13.55,5043,0,Gt Adv Tech,0,0,0
20080826,86842,GTAT,OTC,14.07,14.07,18998,0,Gt Adv Tech,0,0,0
20080827,86842,GTAT,OTC,12.66,12.66,39740,0,Gt Adv Tech,0,0,0
20080828,86842,GTAT,OTC,12.88,12.88,16850,0,Gt Adv Tech,0,0,0
20080829,86842,GTAT,OTC,12.6,12.6,8465,0,Gt Adv Tech,0,0,0
20080902,86842,GTAT,OTC,11.82,11.82,16734,0,Gt Adv Tech,0,0,0
20080903,86842,GTAT,OTC,10.76,10.76,21177,0,Gt Adv Tech,0,0,0
20080904,86842,GTAT,OTC,11,11,15598,0,Gt Adv Tech,0,0,0
20080905,86842,GTAT,OTC,10.9,10.9,10443,0,Gt Adv Tech,0,0,0
20080908,86842,GTAT,OTC,10.4,10.4,7826,0,Gt Adv Tech,0,0,0
20080909,86842,GTAT,OTC,9,9,18857,0,Gt Adv Tech,0,0,0
20080910,86842,GTAT,OTC,9.07,9.07,9666,0,Gt Adv Tech,0,0,0
20080911,86842,GTAT,OTC,9.19,9.19,14036,0,Gt Adv Tech,0,0,0
20080912,86842,GTAT,OTC,9.23,9.23,4428,0,Gt Adv Tech,0,0,0
20080915,86842,GTAT,OTC,8.61,8.61,6872,0,Gt Adv Tech,0,0,0
20080916,86842,GTAT,OTC,8.47,8.47,11223,0,Gt Adv Tech,0,0,0
20080917,86842,GTAT,OTC,8.51,8.51,6967,0,Gt Adv Tech,0,0,0
20080918,86842,GTAT,OTC,9.05,9.05,13300,0,Gt Adv Tech,0,0,0
20080919,86842,GTAT,OTC,11.89,11.89,23775,0,Gt Adv Tech,0,0,0
20080922,86842,GTAT,OTC,10.95,10.95,8523,0,Gt Adv Tech,0,0,0
20080923,86842,GTAT,OTC,10.62,10.62,3921,0,Gt Adv Tech,0,0,0
20080924,86842,GTAT,OTC,10.22,10.22,6064,0,Gt Adv Tech,0,0,0
20080925,86842,GTAT,OTC,10.51,10.51,6164,0,Gt Adv Tech,0,0,0
20080926,86842,GTAT,OTC,9.6,9.6,6927,0,Gt Adv Tech,0,0,0
20080929,86842,GTAT,OTC,10.05,10.05,13498,0,Gt Adv Tech,0,0,0
20080930,86842,GTAT,OTC,10.85,10.85,40942,0,Gt Adv Tech,0,0,0
20081001,86842,GTAT,OTC,10.07,10.07,9718,0,Gt Adv Tech,0,0,0
20081002,86842,GTAT,OTC,9.99,9.99,15145,0,Gt Adv Tech,0,0,0
20081003,86842,GTAT,OTC,9.11,9.11,6986,0,Gt Adv Tech,0,0,0
20081006,86842,GTAT,OTC,8,8,14172,0,Gt Adv Tech,0,0,0
20081007,86842,GTAT,OTC,6.67,6.67,15259,0,Gt Adv Tech,0,0,0
20081008,86842,GTAT,OTC,6.7,6.7,11783,0,Gt Adv Tech,0,0,0
20081009,86842,GTAT,OTC,5.69,5.69,9369,0,Gt Adv Tech,0,0,0
20081010,86842,GTAT,OTC,5.72,5.72,14206,0,Gt Adv Tech,0,0,0
20081013,86842,GTAT,OTC,6.56,6.56,8234,0,Gt Adv Tech,0,0,0
20081014,86842,GTAT,OTC,6.01,6.01,6122,0,Gt Adv Tech,0,0,0
20081015,86842,GTAT,OTC,5.11,5.11,10489,0,Gt Adv Tech,0,0,0
20081016,86842,GTAT,OTC,5.35,5.35,23573,0,Gt Adv Tech,0,0,0
20081017,86842,GTAT,OTC,6.18,6.18,17471,0,Gt Adv Tech,0,0,0
20081020,86842,GTAT,OTC,6.11,6.11,3183,0,Gt Adv Tech,0,0,0
20081021,86842,GTAT,OTC,5.92,5.92,5519,0,Gt Adv Tech,0,0,0
20081022,86842,GTAT,OTC,5.23,5.23,4493,0,Gt Adv Tech,0,0,0
20081023,86842,GTAT,OTC,5.05,5.05,4553,0,Gt Adv Tech,0,0,0
20081024,86842,GTAT,OTC,4.36,4.36,7074,0,Gt Adv Tech,0,0,0
20081027,86842,GTAT,OTC,3.96,3.96,4064,0,Gt Adv Tech,0,0,0
20081028,86842,GTAT,OTC,3.8,3.8,12787,0,Gt Adv Tech,0,0,0
20081029,86842,GTAT,OTC,4.1,4.1,8023,0,Gt Adv Tech,0,0,0
20081030,86842,GTAT,OTC,4.32,4.32,7354,0,Gt Adv Tech,0,0,0
20081031,86842,GTAT,OTC,4.61,4.61,6260,0,Gt Adv Tech,0,0,0
20081103,86842,GTAT,OTC,5.01,5.01,8653,0,Gt Adv Tech,0,0,0
20081104,86842,GTAT,OTC,5.61,5.61,11908,0,Gt Adv Tech,0,0,0
20081105,86842,GTAT,OTC,5.21,5.21,9646,0,Gt Adv Tech,0,0,0
20081106,86842,GTAT,OTC,4.48,4.48,11350,0,Gt Adv Tech,0,0,0
20081107,86842,GTAT,OTC,4.49,4.49,19246,0,Gt Adv Tech,0,0,0
20081110,86842,GTAT,OTC,4.12,4.12,10444,0,Gt Adv Tech,0,0,0
20081111,86842,GTAT,OTC,3.85,3.85,9677,0,Gt Adv Tech,0,0,0
20081112,86842,GTAT,OTC,3.26,3.26,10973,0,Gt Adv Tech,0,0,0
20081113,86842,GTAT,OTC,3.07,3.07,18969,0,Gt Adv Tech,0,0,0
20081114,86842,GTAT,OTC,2.71,2.71,9812,0,Gt Adv Tech,0,0,0
20081117,86842,GTAT,OTC,2.69,2.69,3282,0,Gt Adv Tech,0,0,0
20081118,86842,GTAT,OTC,2.38,2.38,6978,0,Gt Adv Tech,0,0,0
20081119,86842,GTAT,OTC,1.75,1.75,16673,0,Gt Adv Tech,0,0,0
